@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'Merci à Marc Teyssier D\'Orfeuil délégué général du club des voitures écologiques http//t.co/7klu1SgexS',SATISFACTION
'@GG_RMC @pcanfin la transitions écologiques en Allemagne est en train de faire exploser la production de co2 en Europe donc taisez vous.',COLERE
'Géothermie haute température un permis exclusif de recherches prolongé dans le Bas-Rhin L\'arrêté... http//t.co/OkjXbvb71v #écologie',ACCORD
'Géothermie haute température un permis exclusif de recherches prolongé dans le Bas-Rhin L\'arrêté du 21 août... http//t.co/WKRaKguiTy',ACCORD
'Elle a raison claire O\'petit \"c est moche les éoliennes\" @GG_RMC http//t.co/hY35jlwQTj',MEPRIS
'Le grand désastre de l\'énergie \"verte\" en Belgique http//t.co/oWvzbxgABs',DEVALORISATION
'Bientôt on pourra charger nos portables en Wi-fi ou Bluetooth qui sait... Mieux avec des capteurs solaires.',VALORISATION
'Et si EDF Energies nouvelles leader international de l\'électricité verte s\'engageait vraiment pour la transition https//t.co/caMm0wOYbR',VALORISATION
'“@ContactE5T Merci à Marc Teyssier D\'Orfeuil délégué général du club des voitures écologiques http//t.co/ZAaZHKmSIT”. Limpide merci',SATISFACTION
'Biodiversité EDF optimise ses passes à poissons dans les Pyrénées | L\'énergie en questions | @scoopit http//t.co/8Fxoyzrgwp',VALORISATION
'Développer les énergies renouvelables un impératif pour le continent africain http//t.co/JG6hihiprC',VALORISATION
'“@Actuenviro Transition énergétique le maintien de Ségolène Royal rassure écologistes et industriels http//t.co/sdSy3EiDpX”',SATISFACTION
'Adieu produits chimiques bonjour solutions 100\% écologiques ! Compostage broyage paillage une fleur pour votre jardin #bonabitude',VALORISATION
'1300 espèces d\'oiseaux menacées d\'extinction  un signal pour la santé humaine ( article en anglais ) http//t.co/NnSeQvS6E1',PEUR
'Ecologistes et industriels satisfaits du maintien de Ségolène Royal http//t.co/pU6V5J0WjY',SATISFACTION
'Quand les pesticides menacent l’écosystème | ARTE Info http//t.co/c7K2vY3c4M',PEUR
'Les entrepreneurs des énergies renouvelables satisfaits du maintien de Royal à l\'Energie | @scoopit via @Zehub http//t.co/1SFmqEGOQi',SATISFACTION
'L\'expansion des énergies renouvelables dans le monde pénalisée par les incertitudes régle... | @scoopit via @Zehub http//t.co/K1L4IOqt4s',VALORISATION
'L\'incertitude politique menace de ralentir le dev énergies renouvelables ces 5 prochaines années prévient #AIE http//t.co/byV53NBdMG #EnR',PEUR
'Super initiative Ecofemme des serviettes hygiéniques lavables sociales et écologiques ! http//t.co/7KRPHNjeZm',VALORISATION
'Géothermie haute température un permis exclusif de recherches prolongé dans le Bas-Rhin http//t.co/yA0c0rheMR',ACCORD
'[#VeilleSolaire] Europe Ecologie Les Verts le WWF et les professionnels des énergies renouvelables ont salué ... http//t.co/Xz2Sw5YGfK',SATISFACTION
'Opération LEB à Lausanne Echallens et Bercher. 3\'000 muffins distribués pour célébrer 5 énergies renouvelables. http//t.co/NMtau0gqAJ',VALORISATION
'MT @RomandeEnergie Opération LEB Lausanne-Bercher. 3\'000 muffins distribués pour célébrer 5 énergies renouvelables. http//t.co/IAMeslx36K',PLAISIR
'Les entrepreneurs des énergies renouvelables satisfaits du maintien de Royal à l\'Energie http//t.co/IoUiBQVqFd',SATISFACTION
'#Insolite #Humour Le bébé tigre noir qui fait sensation Le tigreau âgé de 25 jours à peine... http//t.co/zutm6vZquj #Actu #Tele #FDP',VALORISATION
'.@EELV ne limite plus son opposition aux seuls sujets écologiques/économiques. http//t.co/UI1lRQfKgw',DESACCORD
'Energies renouvelables L\'éolien la grande arnaque ! - Les ... http//t.co/kH5sNSnyDK’éol.',DEVALORISATION
'@unevisionautre oui on doit sortir du fossile asap mais les énergies renouvelables ne le compensent pas assez. Reste le nucléaire.',ACCORD
'Axel est un expert au rayonnement mondial en matière de réintroduction d’espèces menacées http//t.co/kb5qtl93LV http//t.co/4ABtlxbPIw',VALORISATION
'Fédération Environnement Durable (FED) - Non aux éoliennes ... http//t.co/ZX4Y7Z7U7v',DESACCORD
'@aymericmarlange Autant développer un max les energies renouvelables et construire en Complément des centrales. @Xela42 @unevisionautre',VALORISATION
'C’est moche des éoliennes. Et ça massacre le paysage. Ça marche 15\% du temps. Et ça plombe vos factures d’électricité.',COLERE
'Des branches coupées à cause d’un convoi d’éoliennes à Péronne Votre actualité quotidienne locale régionale ... http//t.co/DoLAouPx6W',DEPLAISIR
'L\'Agence Internationale de l’Energie estime que la production mondiale d\'électricité renouvelable devrait augmenter de 45\% d\'ici 2020',VALORISATION
'@maudfontenoy loin des caricatures des écologistes et des pêcheurs pilleurs milite pour une économie responsable #UHE14',VALORISATION
'@DavidGBoo @Uxlco @Timeo_Danaos ben si. C\'est comme ça que tu maintiens un \"ecosystème\" qui te donne un megablockbuster pour rentabiliser',VALORISATION
'#WACOAg3 Créer des fermes agro-écologiques qui prennent les jeunes en charge Buildings capacity for younth and womens @rdjegbenou',VALORISATION
'Avec les désastres écologiques et les mutations forcées qui s\'annoncent le #libéralisme économique de tt façons ne durera pas. 1/2',DEVALORISATION
'N\'en déplaise à nos amis écologistes de la rue Mouffetard (avec des petites lunettes) les vendanges seront bonnes cette année !',VALORISATION
'Bon les éoliennes en vraie c\'est grand!',VALORISATION
'@Texquis1 L\'énergie verte n\'existe pas ... C\'est de l\'enfumage ;)',COLERE
'La ville est confrontée à d\'importants problèmes écologiques Au premier rang le problème de l\'énergie.',DEVALORISATION
'\"Plusieurs groupes environnementalistes américains ont engagé une procédure mardi auprès des autorités fédérales... http//t.co/qwIZ7xrObd',ACCORD
'@Mehdistomp faut dire qu\'à Fruges entre les vaches les éoliennes et les tocards il n\'y a pas grd chse à fréquenter',DEPLAISIR
'@pcanfin #eelv rapport de force est en train de changer avec politique qui n\'a plus rien à voir avec contrat. Ecologistes = moins de chômage',VALORISATION
'\" Y a pas de montagnes chez vous ? - Non d\'ailleurs c\'est pour ça qu\'on a des éoliennes\"',MEPRIS
'#Investissements dans les #énergies #renouvelables les chinois sacrés champions du monde http//t.co/YfciSrmRY2 #Mobilisation de #Capitaux',VALORISATION
'#EDF un contrat d’importation de #gazdeschiste en provenance des Etats-Unis irrite les écologistes http//t.co/PmdOOmvgRo #clean #green',DERANGEMENT
'L\'Indonésie va exploiter son immense potentiel géothermique #énergie #renouvelable | @scoopit http//t.co/OcU8S2T4s1',VALORISATION
'TER vers Fontenay-le-Comte. Majestueuses éoliennes sur fond de Ciel magnifique de rayures horizontales et soleil couchant.',VALORISATION
'La priorité accordée sur le marché aux ressources nationales qui mène tout droit aux énergies renouvelables est... http//t.co/TvIk0ztUdt',VALORISATION
'Une des campagnes du #WWF! Des écologistes demandent la protection des #papillons monarques http//t.co/GTGXwSZjlH http//t.co/4x1V8dXQA2',VALORISATION
'#EnR #énergies ? Géothermie haute température un permis exclusif de recherches prolongé dans le Bas-Rhin L... http//t.co/noFIis5yn2',ACCORD
'#Masdar City la #ville #verte du désert en panne sèche ( http//t.co/sFzRY6X7kO @novethic #urbanisme #architecture #carbone #greenbiz',DEVALORISATION
'Corinne Lepage Investir dans les énergies renouvelables - Journal des Professionnels http//t.co/mDdImqMyFp',VALORISATION
'Équiterre joint sa voix à celles des autres organisations qui demandent de rendre publics les avis scientifiques... http//t.co/wpoh6gMFNU',ACCORD
'@ENERGIE_futur @ProEole Les éoliennes coûtent très cher à l\'installation font du bruit dénaturent le paysagepour un rendement très faible',DEVALORISATION
'Je fais des jolies dessin d\'éoliennes à Loryne sur snap \')',VALORISATION
'“@BondoisJulie Je fais des jolies dessin d\'éoliennes à Loryne sur snap \')\" traîtresse..',MEPRIS
'Je veux ouvrir 1 entreprise dans les énergies renouvelables en Martinique quelqu\'un me finance? Présidente Morgane ?? Vice présidente lisa?',MEPRIS
'Rénovation et extension du réseau de géothermie http//t.co/gsQVxWlAeo',VALORISATION
'Hey tu ne comprends rien @jfperron. #ISIS sont écologistes car ils compostent leurs ennemis. @sebrioux ne peut pas être contre ça!',COLERE
'L\'énergie non produite est de l\'énergie verte. Le surplus est double contre l\'environnment http//t.co/Tr1txx0BJh',VALORISATION
'Worshop sur le bruit des #éoliennes organisé à Malmõ en Suède 9-10 décembre 2014 EWEA technology 2è éd. https//t.co/JdZtKF3wgj',VALORISATION
'Des fleurs solaires pour booster l\'énergie verte ! http//t.co/Hf59ZRjS1J via @lemondefr #énergies #renouvelables http//t.co/ngZE0hZfvb',VALORISATION
'L #Indonésie va exploiter son immense potentiel géothermique - http//t.co/LLb1iWx3An #Géothermie',VALORISATION
'Très intéressante et instructive AG des #Verts jurassiens sur la #géothermie de moyenne et de grande profondeur. Merci aux orateurs.',VALORISATION
'Énergies renouvelables ailleurs c\'est un désastre alors pour les écolos il faut rattraper le retard. http//t.co/vs1gOahgUP',DEVALORISATION
'Géothermie haute température un permis exclusif de recherches prolongé dans le Bas-Rhin http//t.co/qxS9uuyCNF',ACCORD
'Chine la compagnie hydroélectrique des Trois Gorges investit dans le nucléaire http//t.co/E5vHUGIlAo',VALORISATION
'Soutenir l\'économie Wallonne = Manger des fruits et installer des #eoliennes http//t.co/z9YCwT0HFY http//t.co/Eu1mqiHoe3',VALORISATION
'#Bâtiment #Economie Energies renouvelables bien mais peut mieux faire http//t.co/6UQltKnePF',VALORISATION
'#BTP #Durable #DD #Ecologie Energies renouvelables bien mais peut mieux faire http//t.co/6UQltKnePF',VALORISATION
'#Produits #BTP #Bâtiment Energies renouvelables bien mais peut mieux faire http//t.co/6UQltKnePF',INSATISFACTION
'\"@echosdoc Nouveau guide « Les intranets et leur écosystème – Portrait des usages et meilleures pratiques » http//t.co/C6Ktw9pjqh\"',VALORISATION
'RT @WWF_ClimatL\'incertitude politique menace de ralentir le dev #énergies renouvelables ces 5 prochaines années#AIE http//t.co/08OVazGSvp',DEVALORISATION
'Je suis étonné de la réponse d\'@EtienneSchneide à ma QP qui conteste donc avoir critiqué le pacte de stabilité et les écologistes!',SURPRISE_NEGATIVE
'Le piège de l\'énergie verte http//t.co/KCwdd3Lpap via @NewsRepublic',DEVALORISATION
'@sola_tinou @LorenaGrelli je suis d\'accord nous faisons tous et toutes partie de l\'écosystème l\'un ne va pas sans l\'autre c\'est surtout ca',ACCORD
'Energies renouvelables bien mais peut mieux faire L’Agence Internationale de l’Energie (AIE) vient de rendr... http//t.co/bSuJweUL7t',VALORISATION
'N\'ayons plus peur des moulins…RT@juwi_EnR Montage des éoliennes terminé à Allondrelle(54)…Bravo à nos équipes. Bientôt + kWh verts pour #UEM',VALORISATION
'Energies renouvelables bien mais peut mieux faire http//t.co/qJlLEeSXpZ via @sharethis',VALORISATION
'#Actu #Belgique Une araignée géante sème la panique en Wallonie Ce mercredi comme l\'a précis... http//t.co/sm9PT1YgRc #Sport #Showbiz',PEUR
'Transition énergétique le maintien de Ségolène Royal rassure écologistes et industriels http//t.co/MsSML4hrC0',APAISEMENT
'La plus grosse centrale biomasse de Belgique bientôt en activité | @scoopit http//t.co/UzokiPhLbO',VALORISATION
'Le 17 septembre @axione_rip organise les rencontres IT à Angers autour des acteurs territoriaux de l\'écosystème IT http//t.co/Erl1ssGTY6',VALORISATION
'STX France confie à SNC-Lavalin la construction d\'une usine dédiée aux énergies renouvelables #eolien #fondations http//t.co/Wz7Kw21rC5',VALORISATION
'22\% de l\'énergie produite sur terre est renouvelable. Évidemment mieux qu\'avant & moins bien que demain. Mais... http//t.co/ua67dX9p3m',VALORISATION
'#FF @barbarapompili et @FdeRugy une nouvelle génération d\'écologistes avec qui l\'#UDI ne devrait pas avoir peur de travailler !',VALORISATION
'Nouveau guide « Les intranets et leur écosystème – Portrait des usages et meilleures pratiques » http//t.co/u7IyN3D2sN #veille #infodoc',VALORISATION
'[CP] Eolien en mer les 80 éoliennes du parc de Global Tech I ont été installées avec succès http//t.co/Fmt4H5ZOcC http//t.co/6Vo11KruHt',SATISFACTION
'Actus Mer/Sea News Eolien en mer les 80 éoliennes du parc de Global Tech I ont été installées avec succès - Areva http//t.co/PvvsFtP3pn',VALORISATION
'#agreg #mer #SP 80 éoliennes du parc de Global Tech ont été installées avec succès http//t.co/rZfrmJbKGJ cc @Eolien_marin v @JeromeOLLIER',VALORISATION
'EDF EN lance trois nouveaux parcs éoliens dans le Languedoc-Roussillon EDF EN filiale énergies renouvelables... http//t.co/2sDdgDmzKP',VALORISATION
'Éoliennes de l\'Érable plus de 8 millions $ en voirie! http//t.co/Ifa0ExI9H3',COLERE
'Energie renouvelable l’option la plus économique pour l\'Union européenne http//t.co/68gkMJ5YIq',VALORISATION
'Découvrez des #éoliennes volantes et des cerfs-volants capables de produire de l\'#électricité http//t.co/yRivX9Ad4L #Energiesrenouvelables',VALORISATION
'La croissance des énergies renouvelables devrait ralentir d’ici 10 ans http//t.co/sWj9X6j59D',VALORISATION
'.@JVPlace \"ce qui est intéressant en cette rentrée compliquée pour les socialistes et écologistes ce sont les propositions\" (@itele)',VALORISATION
'#Valls démontre combien les politiques écologiques #Duflot devenant #Pinel manquent totalement de pragmatisme économique. #Idéologie #EELV',DEVALORISATION
'Efficacité énergétique #MERN attribue 150 000 $ à un CHSLD pour un projet de près de 600 000 $ en géothermie @Ecosystem_Inc',VALORISATION
'RT @MERN_Quebec #Efficacité_énergétique #MERN attribue 150 000 $ à un CHSLD pour un projet de près de 600 000$ en #géothermie',VALORISATION
'Climatiser et produire de l\'électricité sans polluer c\'est possible Découvrez la Géothermie! http//t.co/fvnwopJsYI http//t.co/gzT6faqfdD',VALORISATION
'#TransitionEnergétique le maintien de Ségolène Royal rassure écologistes et industriels http//t.co/O3E6sLRcQS via @actuenviro #EELV',APAISEMENT
'Valorisation de #déchets de #bois en #pellets auprès d\'un élagueur http//t.co/86xYDxSDTY #biomasse #énergie #verte #renouvelable #granulé',VALORISATION
'Les énergies renouvelables en expansion comme jamais en 2013! http//t.co/sncMB1CSh3 #solutions #polcan #espoir #GES http//t.co/15yOpmDhCf',VALORISATION
'@S_EFortin Y a surtout rien à gauche au PLQ à part continuer à nous engouffrer avec la merde qu\'est Hydro-Québec et les éoliennes',MEPRIS
'Electricité à #Lausanne une baisse bienvenue qui reste écolo! #énergie #renouvelable #SIL http//t.co/d7jCB5QKcT',VALORISATION
'Geste d\'avenir Vous souhaitez investir dans les &eacute;nergies renouvelables et b&eacute; http//t.co/FAswcXURIf',VALORISATION
'Trophées @essec Energies Renouvelables Efficacité Energétique avec @certinergy et @Ddurables avant 24 octobre http//t.co/KWcPS2CPVu',VALORISATION
'Coucou les écolos cela ne vous gêne pas que l\'on abatte des arbres pour permettre le passage des éoliennes #ubuesque http//t.co/rN8sveP9Zu',DEVALORISATION
'Intéressant! #Énergie verte des pêcheurs séduits par les panneaux solaires http//t.co/37YSEerhuU http//t.co/3mBNDgneb0',VALORISATION
'Le jour où les écologistes se feront élire sans l\'indulgence du Parti Socialiste ils auront le droit de nous faire chier !',COLERE
'@gondorsky je n\'aime pas les écologistes. Et je parle bien de ce parti archaïque gangréné par une vision passéiste voire sectaire.',MEPRIS
'#Paris–Saclay une solution énergétique innovante http//t.co/OOnjdYuPYb #énergie #géothermie #innovation',VALORISATION
'Je souhaite que les parlementaires écologistes votent contre la confiance au gouvernement Valls 2. #EELV',PLAISIR
'#POLITIQUE La colère des communistes et des écologistes contre le PS http//t.co/WMaiFICHyB (Le Figaro)',COLERE
'#Politique • La Rochelle la colère des communistes et des écologistes contre le PS L\'université d\'été des s... http//t.co/HhSOOdrAsI',COLERE
'La colère des communistes et des écologistes contre le PS L\'université d\'été des socialistes à La Rochelle es... http//t.co/gqK9vLzwCp',COLERE
'Actu. Politique La Rochelle la colère des communistes et des écologistes contre le PS http//t.co/F9g8gHuExR',COLERE
'L\'ecosystème #fintech à Paris à nous de le créer!',VALORISATION
'I liked a photo on @instagram J\'aime toujours les #eoliennes. #sexy #troublant #wind by annesobru http//t.co/zm7QO4YH6W',PLAISIR
'Corinne Lepage Investir dans les énergies renouvelables - Journal des Professionnels En matière d\'énergies... http//t.co/t3Ab4ZRjpc',VALORISATION
'#EnR #énergies ? La progression des renouvelables risque de connaître un ralentissement après 2020 selon l\'A... http//t.co/KhPqey6z4K',PEUR
'Juppé et Aubry qu\'on arrête de nous polluer avec ces déchets politiques plus toxiques les uns que les autres http//t.co/tHihtXFlsL',COLERE
'Les mini-maisons moins chères et plus écologiques à la mode au #Québec http//t.co/PbQXAeCKKl #polQC #construction',VALORISATION
'Feu vert administratif aux éoliennes flottantes en Méditerranée | L\'ENERGEEK l\'énergie facile en quelques clics ! http//t.co/vpzzQVjX0A',ACCORD
'@Menilmuche Baylet va encore brasser beaucoup de vent c\'est idéal pour nos éoliennes.',MEPRIS
'@Olivia_tlr @NathanRme un monde pollué sans respect sans ressource avec un écosystème déréglé un monde voué à l\'échec.',PEUR
'Caye Grande Sèche écosysteme spécifique baie de fort de france http//t.co/5tMce9XbO2',VALORISATION
'Plusieurs espèces d\'éléphants menacées en Afrique http//t.co/gFWRgY75HF',PEUR
'Livre “Les centrales électriques” à destination des élèves. Certains élèves plus rapides terminent les... http//t.co/Dln4Y6yu2S',VALORISATION
'Un acteur traditionnel @gdfsuez lance une politique numérique d\'ouverture pour créer son écosysteme http//t.co/zt1vuTrq56 génial',VALORISATION
'La Rochelle la colère des communistes et des écologistes contre le PS via @Le_Figaro http//t.co/re5cBzIF1G',COLERE
'Une petite pensée émue pour les camarades aux rencontres écologiques d\'été. Courage c\'est bientôt la fin.',VALORISATION
'Énergies renouvelables = propres ? Non ! http//t.co/WrbXoIVRYw',COLERE
'@HakSylvie Et Royal celle qui fait du vent avec sa création des éoliennes. On dirait le Dieu Eole.Guérini qui te transforme le plomb en or',MEPRIS
'La Rochelle la colère des communistes et des écologistes contre le PS . http//t.co/kt8HnZPtzV',COLERE
'La Rochelle la colère des communistes et des écologistes contre le PS http//t.co/hMZL6sdJj2 via @Le_Figaro',COLERE
'La colère des communistes et des écologistes contre le PS http//t.co/S2W5oN6CmW',COLERE
'Je propose qu\'on mange tous des bambous et qu\'on vive dans des grottes ptet que ça réglera les crises écologiques sur un malentendu...',MEPRIS
'#ViveLaGauche #BFMTV #UEPS @BrunoLeRoux drôle de conception du débat ?! on n\'est pas des éoliennes mais des militants désireux d\'AGIR !',COLERE
'1000 citoyens se regroupent pour financer et construire leur parc d\'éoliennes ! http//t.co/g3aavvxCV1 via @expowave #crowdfunding',VALORISATION
'FAO - Nouvelles Réduire les émissions de gaz à effet de serre dues à l’élevage c’est possible http//t.co/tnSDHuRXIj',VALORISATION
'@alainjuppe a dit \"Les Eoliennes sur la Garonne sont laides mais si la Survie de la Planète est en jeu il faut les y installer\" Pitoyable',DEPLAISIR
'Les avions tombent comme des mouches cet été peut etre que c\'est a cause du rechauffement climatique et le climat se venge #greenpeace',DEVALORISATION
'On devrait mettre des éoliennes au milieu des universités d\'été politiques. Ça nous assurerait l\'indépendance énergétique au moins.',VALORISATION
'Et pas un mot sur les enjeux écologiques... Rien. Ahurissant. Ils sont donc 1000 à n\'avoir toujours rien compris. http//t.co/BBVDBDA2Dr 2/2',COLERE
'La rentrée de CO2 mon amour (via @franceinter) http//t.co/BYusXGvgXa',MEPRIS
'@HuetSylvestre @corinnelepage Super les #eoliennes #danoises. Le #danemark est le plus gros émetteur de CO2 par habitant en #europe',VALORISATION
'@partisocialiste le réchauffement climatique vous en ferez l\'expérience en 2017 en déguerpissant avec le feu au cul! hollande #LaRochelle',MEPRIS
'@romanko_ still tu vas pas construire un réacteur nucléaire pour un village de 150 gens si deux éoliennes suffisent',VALORISATION
'Je trouve ça tellement magnifique les champs plein d\'éoliennes',VALORISATION
'Le bébé #tigre noir qui fait sensation - http//t.co/zH0Kw0Vs4v',VALORISATION
'Le bébé tigre noir qui fait sensation - 7SUR7.be http//t.co/r5EFVe4u2Q via @7sur7',VALORISATION
'@S2RVNL \"l\'alliance\" s\'est nouée en 2009 pour faire gagner la gauche et les écologistes. Rassemblés. Ce qui fut. En 2010 en 2011 et 2012 !',VALORISATION
'La géo-ingénierie est inutile face au réchauffement climatique http//t.co/WIG2dAHjrp',DEVALORISATION
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes http//t.co/XF73InSwsA',PEUR
'@LeCrocMithaine @ChTaubira @MartineAubry les socialistes écologistes communistes et tous les autres qui ont élu François Hollande en 2012',ACCORD
'@zombimatic Si ça peut te rassurer dans le Sud non plus ça a pas été top cette année / (A part ça le réchauffement climatique toussa lol)',APAISEMENT
'Réunir les forces de gauche et écologistes @mnlienemann #UEPS http//t.co/HocqlLkKyI',ACCORD
'Des puits abandonnés inquiètent des écologistes http//t.co/YqsGWR1vQk',PEUR
'“@DavidCormand @emmacosse à la plénière sur l\'unité de la Gauche... Et des écologistes. Un combat...\" Avec un cube vert! #AuCasOu',DESACCORD
'RT @nb58 Réchauffement climatique anthropique et santé publique. C\'est pas joli. Ce qui s\'en vient est pire... http//t.co/CjysdEBVmE',DEVALORISATION
'Réchauffement climatique Quand les gouvernements falsifient les rapports climatiques http//t.co/DdVM7IWQXZ',DEVALORISATION
'@sandrarenard @montebourg @_Terra_Nova nous allons laisser aux jeunes & à nos enfants des situations économiques écologiques catastrophiques',DEVALORISATION
'L\'@AQLPA inquiète de l\'«héritage empoisonné des gazières» fera visiter puits abandonnés ajd http//t.co/2OyHh0Q4Pk http//t.co/JLMQWH5SlT',PEUR
'@emmacosse exprime clairement les positions écologistes avec bcp d\'applaudissements. #CaFaitDuBien #EELV #UEPS',SATISFACTION
'Le lobbying les écologistes s\'en plaignent lorsque ça vient des autres notamment chasseurs et agriculteurs. Mais... http//t.co/EH8660SGZO',COLERE
'Par contre comme à chaque fois que je regarde un film sur des activistes écologiques je suis actuellement déprimé.',DEPLAISIR
'Ségolène Royal– Lutter contre le réchauffement climatique et réduire la facture énergétique http//t.co/mELQk8QVyN',VALORISATION
'Activité inspirée des activités Week 1 et Week 2. Etude et découverte du fonctionnement des éoliennes au... http//t.co/VUYtoVyRkh',VALORISATION
'RT @emilemeunier @emmacosse exprime clairement les positions écologistes avec bcp d\'applaudissements. #CaFaitDuBien #EELV #UEPS',SATISFACTION
'@blmsankin @MontAthos du cochon ça s\'appelle l\'écosystème . Vivre avec et sans',COLERE
'Ma nouvelle passion développer tout un écosystème unique en son genre dans mon frigo. ?',VALORISATION
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes | Pollution http//t.co/vFkgl8zDlP http//t.co/4sL8scTCIT',PEUR
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes | Pollution http//t.co/3Sxezvhe51',PEUR
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes québécois http//t.co/6hGR4jpk2r #polqc',PEUR
'@Lactualite Si on avait laissé libre l\'exploitation de cette ressource nous n\'en serions pas là. Les écologistes briment l\'évolution #plq',DEVALORISATION
'J\'entends pas beaucoup les écologistes se soucier de la déforestation des animaux de la pollution.',DEPLAISIR
'@BDrainvillePQ Hydrolienne en faillite éoliennes produisant à perte centrale thermique fermée qu\'on doit payer pareil. Un grand succès.',DEVALORISATION
'a voir on s\'est trop moqué d\'écolo puisqu\'ils ne disent plus réchauffement climatique mais dérèglement... fait froid dehors -)',MEPRIS
'@BDrainvillePQ Les éoliennes québécoises génèrent des pertes sèches estimées à près de 700 millions de $ par année selon l’IEM',DEVALORISATION
'#Areva triple son #éolien offshore installé et prouve son savoir-faire à son nouveau partenaire #Games. #EMR http//t.co/NwOvzcqrnt',VALORISATION
'Invités à La Rochelle communistes et écologistes sans merci Très critiques sur les «renoncements» de Holland... http//t.co/yuILkx9XKO',COLERE
'@BDrainvillePQ oui parce que avec les éoliennes on voit toute suite que nous sommes les meilleurs #sarcasme',MEPRIS
'-- Un tout grand merci aux REE - Rencontres Ecologiques d\'Eté pour leur accueil et celui des participants qui... http//t.co/us1Yk9lCsE',SATISFACTION
'Invités à La Rochelle écologistes et communistes sans merci Très critiques sur les «renoncements» de Holland... http//t.co/aYvVxHOY1l',DEVALORISATION
'Ecologistes et communistes dénoncent le virage libéral du #PS à La Rochelle ! #UEPS2014 http//t.co/CWJN2m30ZB via @lilianalemagna @libe',DESACCORD
'À la Rochelle écologistes et communistes très critiques sur les «renoncements» de Hollande http//t.co/xegmGeSnXR #UEPS',DESACCORD
'#IlesFéroé sous protectorat du #Danemark qui cautionne le massacre d\'espèces protégées en #Europe ! Avec NOS subventions ! @RoyalSegolene',VALORISATION
'\"la victoire du PS et des Ecologistes\" Au vu du score d\'Eva Joly au vu d\'un accord signé pour le 2d tour  des sièges de députés #ONPC',VALORISATION
'Cécile Duflot aurait dû être intransigeante sur les questions sociales et écologiques. #ONPC',COLERE
'Les écologistes politiques ont toujours cette fâcheuse tendance à se prétendre les seuls écologistes au monde... #ONPC',COLERE
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes L\'Association québécoise de lutte contr... http//t.co/S5UXZwCfru',PEUR
'#onpc c\'est déjà le cas Duflot alors ferme ta gueule la grosse t\'es autant écologiste que moi j\'suis le pape !',COLERE
'Merci Caron de nous donner la définition d\'un (au masculin) VRAI écologiste #amen Le monde ira mieux grâce à vous #onpc',VALORISATION
'Hollande est passé grâce aux votes antisarkozyste pas grâce aux écologistes ! #ONPC',DEPLAISIR
'Septembre 2014 vers une nouvelle gouvernance pour le réchauffement climatique - http//t.co/8nO7Y9TG0I #GoogleAlerts',VALORISATION
'#ONPC belle prestation de Duflo je suis pas écologiste mais j\'avoue que un discourt de gauche manque a la france',VALORISATION
'Des puits de gaz et de pétrole abandonnés préoccupent des écologistes MONTRÉAL – L’Association québécoise de ... http//t.co/vhoQQMCAoo',PEUR
'@YvesPDB Surtout il est impossible selon elle d\'être de droite et d\'avoir 1 conscience & 1 projet écologistes. Sectarisme? Triste en ts cas',COLERE
'@GaetanTweet @PierreCortese Et continuer le grand déménagement du monde? Euh non merci. Moi je suis écologiste.',MEPRIS
'il a du faire beau 2 semaines sur 2 mois d\'été c\'est du grand n\'importe quoi et après ça parle de réchauffement climatique j\'comprend plus',COLERE
'@nesta973 problème par rapport à @silva_marina qui ne peut pas être considérée une candidate écologiste. Elle ne défend plus ce parti',DEPLAISIR
'@BDrainvillePQ @sbergeron Oui en temps que Québécois nous allons bientôt payer notre électricité plus grâce aux éoliennes. Belle décision',VALORISATION
'RT @francoislegault Éoliennes le rêve non rentable du PQ et du PLQ http//t.co/VHnkGOjWhS',DEVALORISATION
'Fleur des Mauges commercialise des produits cosmetiques biologiques et ecologiques sur base vegetale Ces produits http//t.co/vNdO1GKVPa',VALORISATION
'Projet de décharge dans l\'Aveyron les élus locaux n\'ont pas tous l\'air d\'accord… http//t.co/owsTKGhOn9',DESACCORD
'Révolution numérique 7 tendances qui vont changer le monde | @scoopit via @WilG56 http//t.co/zY4bmjNUPP',VALORISATION
'Très critiques sur les «renoncements» de Hollande Pierre Laurent (PCF) et Emmanuelle Cosse (EE-LV) ont reçu des... http//t.co/BCkoFakjdc',DESACCORD
'5/7 Indice D prix #INSEE \"(à cause D conneries écologiques) des Travaux des Assurances des factures EDF/GDF (toujours à cause de l\'écologie)',MEPRIS
'Que de tels propos soient présentés comme \"durs\" en dit long sur le niveau de trahison et de recul actuel http//t.co/t3y8Nx66R8 via @libe',DEVALORISATION
'Rancune ?^^ RT @partisocialiste .@jccambadelis Je n\'oublie pas que nous avons eu un accord avec les écologistes sur 170 villes (...) #UEPS',MEPRIS
